id_recurso,data,datetime_captura,datetime_recurso,datetime_update,consorcio,servico,sentido,data_viagem,numero_relatorio_cimu,julgamento,motivo_julgamento,observacao_julgamento,data_julgamento
SMTR202402003511,2024-02-21,2024-07-11 00:00:00,2024-02-21 16:39:10,2024-07-10 01:10:41,Transcarioca,601,I,2024-01-18,31295,Deferido,Foi apresentado o Relatório do CIMU e foi contabilizada a diferença entre o apurado pelo algoritmo e a média histórica. (Res. SMTR 3521/2022) ,Aceito pelo CIMU.,2024-04-29 15:46:55
SMTR202402003512,2024-02-21,2024-07-11 00:00:00,2024-02-21 16:40:59,2024-07-10 01:10:42,Transcarioca,601,I,2024-01-19,31297,Deferido,Foi apresentado o Relatório do CIMU e foi contabilizada a diferença entre o apurado pelo algoritmo e a média histórica. (Res. SMTR 3521/2022) ,Aceito pelo CIMU.,2024-04-29 15:46:57
SMTR202402003530,2024-02-21,2024-07-11 00:00:00,2024-02-21 17:32:58,2024-07-10 01:10:51,Transcarioca,817,I,2024-01-19,31299,Deferido,Foi apresentado o Relatório do CIMU e foi contabilizada a diferença entre o apurado pelo algoritmo e a média histórica. (Res. SMTR 3521/2022) ,Aceito pelo CIMU.,2024-04-29 15:47:48
SMTR202402003540,2024-02-21,2024-07-11 00:00:00,2024-02-21 17:47:44,2024-07-10 01:10:56,Transcarioca,875,I,2024-01-20,31300,Deferido,Foi apresentado o Relatório do CIMU e foi contabilizada a diferença entre o apurado pelo algoritmo e a média histórica. (Res. SMTR 3521/2022) ,Aceito pelo CIMU.,2024-04-29 15:48:19
SMTR202402003523,2024-02-21,2024-07-11 00:00:00,2024-02-21 17:07:57,2024-07-10 01:10:47,Transcarioca,SP601,I,2024-01-20,31301,Deferido,Foi apresentado o Relatório do CIMU e foi contabilizada a diferença entre o apurado pelo algoritmo e a média histórica. (Res. SMTR 3521/2022) ,Aceito pelo CIMU.,2024-04-29 15:47:34
SMTR202402003531,2024-02-21,2024-07-11 00:00:00,2024-02-21 17:34:02,2024-07-10 01:10:52,Transcarioca,817,I,2024-01-20,31302,Deferido,Foi apresentado o Relatório do CIMU e foi contabilizada a diferença entre o apurado pelo algoritmo e a média histórica. (Res. SMTR 3521/2022) ,Aceito pelo CIMU.,2024-04-29 15:47:50
SMTR202402003484,2024-02-21,2024-07-11 00:00:00,2024-02-21 15:58:33,2024-07-10 01:10:35,Transcarioca,306,I,2024-01-20,31305,Deferido,Foi apresentado o Relatório do CIMU e foi contabilizada a diferença entre o apurado pelo algoritmo e a média histórica. (Res. SMTR 3521/2022) ,Aceito pelo CIMU.,2024-04-29 15:46:12
SMTR202402003481,2024-02-21,2024-07-11 00:00:00,2024-02-21 15:59:58,2024-07-10 01:10:33,Transcarioca,306,I,2024-01-21,31308,Deferido,Foi apresentado o Relatório do CIMU e foi contabilizada a diferença entre o apurado pelo algoritmo e a média histórica. (Res. SMTR 3521/2022) ,Aceito pelo CIMU.,2024-04-29 15:46:15
SMTR202402003541,2024-02-21,2024-07-11 00:00:00,2024-02-21 17:48:30,2024-07-10 01:10:56,Transcarioca,875,I,2024-01-21,31309,Deferido,Foi apresentado o Relatório do CIMU e foi contabilizada a diferença entre o apurado pelo algoritmo e a média histórica. (Res. SMTR 3521/2022) ,Aceito pelo CIMU.,2024-04-29 15:48:23
SMTR202402003524,2024-02-21,2024-07-11 00:00:00,2024-02-21 17:08:59,2024-07-10 01:10:47,Transcarioca,SP601,I,2024-01-21,31310,Deferido,Foi apresentado o Relatório do CIMU e foi contabilizada a diferença entre o apurado pelo algoritmo e a média histórica. (Res. SMTR 3521/2022) ,Aceito pelo CIMU.,2024-04-29 15:47:40
SMTR202402003532,2024-02-21,2024-07-11 00:00:00,2024-02-21 17:35:22,2024-07-10 01:10:52,Transcarioca,817,I,2024-01-21,31311,Deferido,Foi apresentado o Relatório do CIMU e foi contabilizada a diferença entre o apurado pelo algoritmo e a média histórica. (Res. SMTR 3521/2022) ,Aceito pelo CIMU.,2024-04-29 15:47:53
SMTR202402003513,2024-02-21,2024-07-11 00:00:00,2024-02-21 16:42:11,2024-07-10 01:10:42,Transcarioca,601,I,2024-01-22,31517,Deferido,Foi apresentado o Relatório do CIMU e foi contabilizada a diferença entre o apurado pelo algoritmo e a média histórica. (Res. SMTR 3521/2022) ,Aceito pelo CIMU.,2024-04-29 15:46:59
SMTR202402003514,2024-02-21,2024-07-11 00:00:00,2024-02-21 16:45:14,2024-07-10 01:10:43,Transcarioca,601,I,2024-01-23,32107,Deferido,Foi apresentado o Relatório do CIMU e foi contabilizada a diferença entre o apurado pelo algoritmo e a média histórica. (Res. SMTR 3521/2022) ,Aceito pelo CIMU.,2024-04-29 15:47:03
SMTR202402003543,2024-02-21,2024-07-11 00:00:00,2024-02-21 17:50:17,2024-07-10 01:10:57,Transcarioca,875,I,2024-01-23,32112,Deferido,Foi apresentado o Relatório do CIMU e foi contabilizada a diferença entre o apurado pelo algoritmo e a média histórica. (Res. SMTR 3521/2022) ,Aceito pelo CIMU.,2024-04-29 15:48:28
SMTR202402003501,2024-02-21,2024-07-11 00:00:00,2024-02-21 16:23:40,2024-07-10 01:10:37,Transcarioca,390,I,2024-01-24,32119,Deferido,Foi apresentado o Relatório do CIMU e foi contabilizada a diferença entre o apurado pelo algoritmo e a média histórica. (Res. SMTR 3521/2022) ,Aceito pelo CIMU.,2024-04-29 15:46:39
SMTR202402003515,2024-02-21,2024-07-11 00:00:00,2024-02-21 16:46:39,2024-07-10 01:10:44,Transcarioca,601,I,2024-01-24,32120,Deferido,Foi apresentado o Relatório do CIMU e foi contabilizada a diferença entre o apurado pelo algoritmo e a média histórica. (Res. SMTR 3521/2022) ,Aceito pelo CIMU.,2024-04-29 15:47:06
SMTR202402003544,2024-02-21,2024-07-11 00:00:00,2024-02-21 17:55:30,2024-07-10 01:10:58,Transcarioca,875,I,2024-01-24,32121,Deferido,Foi apresentado o Relatório do CIMU e foi contabilizada a diferença entre o apurado pelo algoritmo e a média histórica. (Res. SMTR 3521/2022) ,Aceito pelo CIMU.,2024-04-29 15:48:32
SMTR202402003545,2024-02-21,2024-07-11 00:00:00,2024-02-21 17:56:47,2024-07-10 01:10:58,Transcarioca,875,I,2024-01-25,32123,Deferido,Foi apresentado o Relatório do CIMU e foi contabilizada a diferença entre o apurado pelo algoritmo e a média histórica. (Res. SMTR 3521/2022) ,Aceito pelo CIMU.,2024-04-29 15:48:35
SMTR202402003516,2024-02-21,2024-07-11 00:00:00,2024-02-21 16:51:12,2024-07-10 01:10:44,Transcarioca,601,I,2024-01-25,32124,Deferido,Foi apresentado o Relatório do CIMU e foi contabilizada a diferença entre o apurado pelo algoritmo e a média histórica. (Res. SMTR 3521/2022) ,Aceito pelo CIMU.,2024-04-29 15:47:09
SMTR202402003533,2024-02-21,2024-07-11 00:00:00,2024-02-21 17:36:34,2024-07-10 01:10:52,Transcarioca,817,I,2024-01-25,32125,Deferido,Foi apresentado o Relatório do CIMU e foi contabilizada a diferença entre o apurado pelo algoritmo e a média histórica. (Res. SMTR 3521/2022) ,Aceito pelo CIMU.,2024-04-29 15:47:55
SMTR202402003517,2024-02-21,2024-07-11 00:00:00,2024-02-21 16:52:14,2024-07-10 01:10:45,Transcarioca,601,I,2024-01-26,32131,Deferido,Foi apresentado o Relatório do CIMU e foi contabilizada a diferença entre o apurado pelo algoritmo e a média histórica. (Res. SMTR 3521/2022) ,Aceito pelo CIMU.,2024-04-29 15:47:13
SMTR202402003546,2024-02-21,2024-07-11 00:00:00,2024-02-21 17:57:37,2024-07-10 01:10:58,Transcarioca,875,I,2024-01-26,32132,Deferido,Foi apresentado o Relatório do CIMU e foi contabilizada a diferença entre o apurado pelo algoritmo e a média histórica. (Res. SMTR 3521/2022) ,Aceito pelo CIMU.,2024-04-29 15:48:37
SMTR202402003482,2024-02-21,2024-07-11 00:00:00,2024-02-21 16:01:50,2024-07-10 01:10:34,Transcarioca,306,I,2024-01-27,32134,Deferido,Foi apresentado o Relatório do CIMU e foi contabilizada a diferença entre o apurado pelo algoritmo e a média histórica. (Res. SMTR 3521/2022) ,Aceito pelo CIMU.,2024-04-29 15:46:17
SMTR202402003547,2024-02-21,2024-07-11 00:00:00,2024-02-21 17:58:29,2024-07-10 01:10:59,Transcarioca,875,I,2024-01-27,32135,Deferido,Foi apresentado o Relatório do CIMU e foi contabilizada a diferença entre o apurado pelo algoritmo e a média histórica. (Res. SMTR 3521/2022) ,Aceito pelo CIMU.,2024-04-29 15:48:43
SMTR202402003525,2024-02-21,2024-07-11 00:00:00,2024-02-21 17:23:33,2024-07-10 01:10:48,Transcarioca,SP601,I,2024-01-27,32136,Deferido,Foi apresentado o Relatório do CIMU e foi contabilizada a diferença entre o apurado pelo algoritmo e a média histórica. (Res. SMTR 3521/2022) ,Aceito pelo CIMU.,2024-04-29 15:47:43
SMTR202402003526,2024-02-21,2024-07-11 00:00:00,2024-02-21 17:25:21,2024-07-10 01:10:48,Transcarioca,SP601,I,2024-01-28,32137,Deferido,Foi apresentado o Relatório do CIMU e foi contabilizada a diferença entre o apurado pelo algoritmo e a média histórica. (Res. SMTR 3521/2022) ,Aceito pelo CIMU.,2024-04-29 15:47:45
SMTR202402003548,2024-02-21,2024-07-11 00:00:00,2024-02-21 17:59:17,2024-07-10 01:10:59,Transcarioca,875,I,2024-01-28,32138,Deferido,Foi apresentado o Relatório do CIMU e foi contabilizada a diferença entre o apurado pelo algoritmo e a média histórica. (Res. SMTR 3521/2022) ,Aceito pelo CIMU.,2024-04-29 15:48:47
SMTR202402003534,2024-02-21,2024-07-11 00:00:00,2024-02-21 17:38:28,2024-07-10 01:10:53,Transcarioca,817,I,2024-01-28,32139,Deferido,Foi apresentado o Relatório do CIMU e foi contabilizada a diferença entre o apurado pelo algoritmo e a média histórica. (Res. SMTR 3521/2022) ,Aceito pelo CIMU.,2024-04-29 15:47:59
SMTR202402003483,2024-02-21,2024-07-11 00:00:00,2024-02-21 16:03:05,2024-07-10 01:10:34,Transcarioca,306,I,2024-01-28,32140,Deferido,Foi apresentado o Relatório do CIMU e foi contabilizada a diferença entre o apurado pelo algoritmo e a média histórica. (Res. SMTR 3521/2022) ,Aceito pelo CIMU.,2024-04-29 15:46:20
SMTR202402003549,2024-02-21,2024-07-11 00:00:00,2024-02-21 18:00:10,2024-07-10 01:11:00,Transcarioca,875,I,2024-01-29,32165,Deferido,Foi apresentado o Relatório do CIMU e foi contabilizada a diferença entre o apurado pelo algoritmo e a média histórica. (Res. SMTR 3521/2022) ,Aceito pelo CIMU.,2024-04-29 15:48:55
SMTR202402003518,2024-02-21,2024-07-11 00:00:00,2024-02-21 16:53:26,2024-07-10 01:10:45,Transcarioca,601,I,2024-01-29,32166,Deferido,Foi apresentado o Relatório do CIMU e foi contabilizada a diferença entre o apurado pelo algoritmo e a média histórica. (Res. SMTR 3521/2022) ,Aceito pelo CIMU.,2024-04-29 15:47:17
SMTR202402003519,2024-02-21,2024-07-11 00:00:00,2024-02-21 16:55:13,2024-07-10 01:10:46,Transcarioca,601,I,2024-01-30,32447,Deferido,Foi apresentado o Relatório do CIMU e foi contabilizada a diferença entre o apurado pelo algoritmo e a média histórica. (Res. SMTR 3521/2022) ,Aceito pelo CIMU.,2024-04-29 15:47:22
SMTR202402003550,2024-02-21,2024-07-11 00:00:00,2024-02-21 18:01:06,2024-07-10 01:11:00,Transcarioca,875,I,2024-01-30,32448,Deferido,Foi apresentado o Relatório do CIMU e foi contabilizada a diferença entre o apurado pelo algoritmo e a média histórica. (Res. SMTR 3521/2022) ,Aceito pelo CIMU.,2024-04-29 15:48:58
SMTR202402003504,2024-02-21,2024-07-11 00:00:00,2024-02-21 16:27:08,2024-07-10 01:10:38,Transcarioca,SN550,I,2024-01-30,32449,Deferido,Foi apresentado o Relatório do CIMU e foi contabilizada a diferença entre o apurado pelo algoritmo e a média histórica. (Res. SMTR 3521/2022) ,Aceito pelo CIMU.,2024-04-29 15:46:42
SMTR202402003505,2024-02-21,2024-07-11 00:00:00,2024-02-21 16:28:26,2024-07-10 01:10:39,Transcarioca,SN550,I,2024-01-31,32450,Deferido,Foi apresentado o Relatório do CIMU e foi contabilizada a diferença entre o apurado pelo algoritmo e a média histórica. (Res. SMTR 3521/2022) ,Aceito pelo CIMU.,2024-04-29 15:46:46
SMTR202402003492,2024-02-21,2024-07-11 00:00:00,2024-02-21 16:14:22,2024-07-10 01:10:35,Transcarioca,348,I,2024-01-31,32453,Deferido,Foi apresentado o Relatório do CIMU e foi contabilizada a diferença entre o apurado pelo algoritmo e a média histórica. (Res. SMTR 3521/2022) ,Aceito pelo CIMU.,2024-04-29 15:46:35
SMTR202402003535,2024-02-21,2024-07-11 00:00:00,2024-02-21 17:40:46,2024-07-10 01:10:53,Transcarioca,844,C,2024-01-31,32455,Deferido,Foi apresentado o Relatório do CIMU e foi contabilizada a diferença entre o apurado pelo algoritmo e a média histórica. (Res. SMTR 3521/2022) ,Aceito pelo CIMU.,2024-04-29 15:48:02
SMTR202402003551,2024-02-21,2024-07-11 00:00:00,2024-02-21 18:01:58,2024-07-10 01:11:00,Transcarioca,875,I,2024-01-31,32456,Deferido,Foi apresentado o Relatório do CIMU e foi contabilizada a diferença entre o apurado pelo algoritmo e a média histórica. (Res. SMTR 3521/2022) ,Aceito pelo CIMU.,2024-04-29 15:49:01
SMTR202402003520,2024-02-21,2024-07-11 00:00:00,2024-02-21 16:56:43,2024-07-10 01:10:46,Transcarioca,601,I,2024-01-31,32457,Deferido,Foi apresentado o Relatório do CIMU e foi contabilizada a diferença entre o apurado pelo algoritmo e a média histórica. (Res. SMTR 3521/2022) ,Aceito pelo CIMU.,2024-04-29 15:47:27
SMTR202402003043,2024-02-21,2024-07-11 00:00:00,2024-02-21 07:49:53,2024-07-10 01:09:55,Internorte,639,I,2024-01-14,30712,Indeferido,Viagem já paga.,Viagem já paga no recurso: SMTR202402000618,2024-04-29 15:45:53
SMTR202402003542,2024-02-21,2024-07-11 00:00:00,2024-02-21 17:49:22,2024-07-10 01:10:57,Transcarioca,817,I,2024-01-22,31516,Indeferido,Viagem já paga.,Viagem já paga no recurso: SMTR202402000631,2024-04-29 15:48:26
SMTR202402003085,2024-02-21,2024-07-11 00:00:00,2024-02-21 09:21:02,2024-07-10 01:10:01,Intersul,435,I,2024-02-11,33810,Indeferido,Viagem já paga.,Viagem já paga no recurso: MTR-CAP-2024/00970,2024-05-16 17:58:10
SMTR202402003097,2024-02-21,2024-07-11 00:00:00,2024-02-21 09:32:53,2024-07-10 01:10:03,Intersul,SN474,I,2024-02-11,33810,Indeferido,Viagem já paga.,Viagem já paga no recurso: MTR-CAP-2024/00970,2024-05-16 17:58:38
SMTR202402003096,2024-02-21,2024-07-11 00:00:00,2024-02-21 09:31:16,2024-07-10 01:10:02,Intersul,474,I,2024-02-11,33810,Indeferido,Viagem já paga.,Viagem já paga no recurso: MTR-CAP-2024/00970,2024-05-16 17:58:32
SMTR202402003092,2024-02-21,2024-07-11 00:00:00,2024-02-21 09:29:59,2024-07-10 01:10:01,Intersul,472,I,2024-02-11,33810,Indeferido,Viagem já paga.,Viagem já paga no recurso: MTR-CAP-2024/00970,2024-05-16 17:58:25
SMTR202402003077,2024-02-21,2024-07-11 00:00:00,2024-02-21 09:16:57,2024-07-10 01:09:59,Intersul,209,I,2024-02-11,33973,Indeferido,Viagem já paga.,Viagem já paga no recurso: MTR-CAP-2024/00970,2024-05-16 17:57:51
SMTR202402003098,2024-02-21,2024-07-11 00:00:00,2024-02-21 09:37:39,2024-07-10 01:10:03,Intersul,209,I,2024-02-12,33975,Indeferido,Viagem já paga.,Viagem já paga no recurso: MTR-CAP-2024/00970,2024-05-16 17:58:44
SMTR202402003152,2024-02-21,2024-07-11 00:00:00,2024-02-21 10:22:56,2024-07-10 01:10:05,Intersul,472,I,2024-02-12,33981,Indeferido,Viagem já paga.,Viagem já paga no recurso: MTR-CAP-2024/00970,2024-05-16 17:59:21
SMTR202402003198,2024-02-21,2024-07-11 00:00:00,2024-02-21 10:38:53,2024-07-10 01:10:12,Intersul,474,I,2024-02-13,33982,Indeferido,Viagem já paga.,Viagem já paga no recurso: MTR-CAP-2024/00970,2024-05-16 17:59:52
SMTR202402003169,2024-02-21,2024-07-11 00:00:00,2024-02-21 10:24:22,2024-07-10 01:10:05,Intersul,474,I,2024-02-12,33982,Indeferido,Viagem já paga.,Viagem já paga no recurso: MTR-CAP-2024/00970,2024-05-16 17:59:28
SMTR202402003189,2024-02-21,2024-07-11 00:00:00,2024-02-21 10:35:37,2024-07-10 01:10:09,Intersul,209,I,2024-02-13,34282,Indeferido,Viagem já paga.,Viagem já paga no recurso: MTR-CAP-2024/00970,2024-05-16 17:59:33
SMTR202402003197,2024-02-21,2024-07-11 00:00:00,2024-02-21 10:37:10,2024-07-10 01:10:11,Intersul,472,I,2024-02-13,34287,Indeferido,Viagem já paga.,Viagem já paga no recurso: MTR-CAP-2024/00970,2024-05-16 17:59:46
SMTR202402003243,2024-02-21,2024-07-11 00:00:00,2024-02-21 11:01:41,2024-07-10 01:10:16,Intersul,SV474,I,2024-02-14,34517,Indeferido,Viagem já paga.,Viagem já paga no recurso: MTR-CAP-2024/00970,2024-05-16 18:00:36
SMTR202402003229,2024-02-21,2024-07-11 00:00:00,2024-02-21 11:00:32,2024-07-10 01:10:14,Intersul,SN474,I,2024-02-14,34521,Indeferido,Viagem já paga.,Viagem já paga no recurso: MTR-CAP-2024/00970,2024-05-16 18:00:29
SMTR202402003083,2024-02-21,2024-07-11 00:00:00,2024-02-21 09:18:52,2024-07-10 01:10:00,Internorte,350,I,2024-02-11,33810,Indeferido,Viagem já paga.,Viagem já paga no recurso: MTR-CAP-2024/00970,2024-05-16 17:58:04
SMTR202402003087,2024-02-21,2024-07-11 00:00:00,2024-02-21 09:25:58,2024-07-10 01:10:01,Internorte,457,I,2024-02-11,33810,Indeferido,Viagem já paga.,Viagem já paga no recurso: MTR-CAP-2024/00970,2024-05-16 17:58:19
SMTR202402003081,2024-02-21,2024-07-11 00:00:00,2024-02-21 09:18:02,2024-07-10 01:09:59,Internorte,292,I,2024-02-11,33973,Indeferido,Viagem já paga.,Viagem já paga no recurso: MTR-CAP-2024/00970,2024-05-16 17:57:57
SMTR202402003102,2024-02-21,2024-07-11 00:00:00,2024-02-21 10:12:14,2024-07-10 01:10:03,Internorte,292,I,2024-02-12,33977,Indeferido,Viagem já paga.,Viagem já paga no recurso: MTR-CAP-2024/00970,2024-05-16 17:59:01
SMTR202402003194,2024-02-21,2024-07-11 00:00:00,2024-02-21 10:36:18,2024-07-10 01:10:09,Internorte,292,I,2024-02-13,34283,Indeferido,Viagem já paga.,Viagem já paga no recurso: MTR-CAP-2024/00970,2024-05-16 17:59:40
SMTR202402003132,2024-02-21,2024-07-11 00:00:00,2024-02-21 10:07:22,2024-07-10 01:10:04,Internorte,335,I,2024-02-13,34672,Indeferido,Viagem já paga.,Viagem já paga no recurso: MTR-CAP-2024/00970,2024-05-16 17:58:55
SMTR202402003258,2024-02-21,2024-07-11 00:00:00,2024-02-21 11:10:42,2024-07-10 01:10:18,Intersul,474,I,2024-02-17,35154,Indeferido,Informação incompleta ou incorreta (Art. 5º § 2º Res. SMTR 3534 / 2022),CIMU incompatível com o serviço/data ou inexistente,2024-05-16 18:01:20
SMTR202402003066,2024-02-21,2024-07-11 00:00:00,2024-02-21 08:51:46,2024-07-10 01:09:57,Internorte,492,V,2024-01-01,29702,Indeferido,Informação incompleta ou incorreta (Art. 5º § 2º Res. SMTR 3534 / 2022),CIMU incompatível com o serviço/data ou inexistente,2024-04-29 15:45:59
SMTR202402003063,2024-02-21,2024-07-11 00:00:00,2024-02-21 08:50:17,2024-07-10 01:09:56,Internorte,492,I,2024-01-01,29702,Indeferido,Informação incompleta ou incorreta (Art. 5º § 2º Res. SMTR 3534 / 2022),CIMU incompatível com o serviço/data ou inexistente,2024-04-29 15:45:56
SMTR202402003539,2024-02-21,2024-07-11 00:00:00,2024-02-21 17:46:44,2024-07-10 01:10:55,Transcarioca,829,I,2024-01-19,31296,Indeferido,Informação incompleta ou incorreta (Art. 5º § 2º Res. SMTR 3534 / 2022),CIMU incompatível com o serviço/data ou inexistente,2024-04-29 15:48:17
SMTR202402003150,2024-02-21,2024-07-11 00:00:00,2024-02-21 10:14:28,2024-07-10 01:10:05,Internorte,457,I,2024-02-12,33998,Indeferido,Recurso aberto em duplicidade,"Duplicado, considerado o ticket de número: SMTR202402001881",2024-05-16 17:59:16
SMTR202402003254,2024-02-21,2024-07-11 00:00:00,2024-02-21 11:06:28,2024-07-10 01:10:17,Internorte,292,I,2024-02-17,35151,Indeferido,Recurso aberto em duplicidade,"Duplicado, considerado o ticket de número: SMTR202402002282",2024-05-16 18:01:00
SMTR202402003260,2024-02-21,2024-07-11 00:00:00,2024-02-21 11:19:23,2024-07-10 01:10:19,Internorte,292,I,2024-02-18,35352,Indeferido,Recurso aberto em duplicidade,"Duplicado, considerado o ticket de número: SMTR202402002347",2024-05-16 18:01:29
SMTR202402003271,2024-02-21,2024-07-11 00:00:00,2024-02-21 11:21:48,2024-07-10 01:10:20,Internorte,292,I,2024-02-18,35352,Indeferido,Recurso aberto em duplicidade,"Duplicado, considerado o ticket de número: SMTR202402002347",2024-05-16 18:01:41
SMTR202402003068,2024-02-21,2024-07-11 00:00:00,2024-02-21 08:54:37,2024-07-10 01:09:58,Internorte,321,V,2024-01-12,30466,Indeferido,Recurso aberto em duplicidade,"Duplicado, considerado o ticket de número: SMTR202402003067",2024-04-29 15:46:06
SMTR202503000699,2025-03-05,2025-03-06 00:00:00,2025-03-05 16:11:40,2025-03-05 16:11:42,Internorte,SP265,I,2025-02-22,51545,,,,
SMTR202503000376,2025-03-05,2025-03-06 00:00:00,2025-03-05 08:16:48,2025-03-05 08:16:48,Internorte,721,V,2025-01-24,62084,,,,
SMTR202503000371,2025-03-05,2025-03-06 00:00:00,2025-03-05 08:10:51,2025-03-05 08:10:51,Internorte,721,I,2025-01-24,62084,,,,
SMTR202503000362,2025-03-05,2025-03-06 00:00:00,2025-03-05 08:03:55,2025-03-05 08:03:56,Internorte,721,V,2025-01-24,62084,,,,
SMTR202503000370,2025-03-05,2025-03-06 00:00:00,2025-03-05 08:10:11,2025-03-05 08:10:11,Internorte,721,I,2025-01-24,62084,,,,
SMTR202503000372,2025-03-05,2025-03-06 00:00:00,2025-03-05 08:11:28,2025-03-05 08:11:28,Internorte,721,V,2025-01-24,62084,,,,
SMTR202503000373,2025-03-05,2025-03-06 00:00:00,2025-03-05 08:13:30,2025-03-05 08:13:31,Internorte,721,V,2025-01-24,62084,,,,
SMTR202503000364,2025-03-05,2025-03-06 00:00:00,2025-03-05 08:05:28,2025-03-05 08:05:29,Internorte,721,I,2025-01-24,62084,,,,
SMTR202503000369,2025-03-05,2025-03-06 00:00:00,2025-03-05 08:09:26,2025-03-05 08:09:27,Internorte,721,I,2025-01-24,62084,,,,
SMTR202503000367,2025-03-05,2025-03-06 00:00:00,2025-03-05 08:07:55,2025-03-05 08:07:56,Internorte,721,I,2025-01-24,62084,,,,
SMTR202503000368,2025-03-05,2025-03-06 00:00:00,2025-03-05 08:08:40,2025-03-05 08:08:41,Internorte,721,I,2025-01-24,62084,,,,
SMTR202503000363,2025-03-05,2025-03-06 00:00:00,2025-03-05 08:04:42,2025-03-05 08:04:44,Internorte,721,I,2025-01-24,62084,,,,
SMTR202503000374,2025-03-05,2025-03-06 00:00:00,2025-03-05 08:14:18,2025-03-05 08:14:20,Internorte,721,V,2025-01-24,62084,,,,
SMTR202503000375,2025-03-05,2025-03-06 00:00:00,2025-03-05 08:15:25,2025-03-05 08:15:26,Internorte,721,V,2025-01-24,62084,,,,
SMTR202503000357,2025-03-05,2025-03-06 00:00:00,2025-03-05 07:59:33,2025-03-05 07:59:34,Internorte,721,I,2025-01-24,62084,,,,
SMTR202503000358,2025-03-05,2025-03-06 00:00:00,2025-03-05 08:00:31,2025-03-05 08:00:32,Internorte,721,I,2025-01-24,62084,,,,
SMTR202503000365,2025-03-05,2025-03-06 00:00:00,2025-03-05 08:06:25,2025-03-05 08:06:25,Internorte,721,I,2025-01-24,62084,,,,
SMTR202503000366,2025-03-05,2025-03-06 00:00:00,2025-03-05 08:07:04,2025-03-05 08:07:05,Internorte,721,I,2025-01-24,62084,,,,
SMTR202503000361,2025-03-05,2025-03-06 00:00:00,2025-03-05 08:02:43,2025-03-05 08:02:43,Internorte,721,V,2025-01-24,62084,,,,
SMTR202503000360,2025-03-05,2025-03-06 00:00:00,2025-03-05 08:01:56,2025-03-05 08:01:57,Internorte,721,V,2025-01-24,62084,,,,
SMTR202503000359,2025-03-05,2025-03-06 00:00:00,2025-03-05 08:01:10,2025-03-05 08:01:10,Internorte,721,I,2025-01-24,62084,,,,
SMTR202503000750,2025-03-05,2025-03-06 00:00:00,2025-03-05 17:05:32,2025-03-05 17:05:33,Internorte,624,I,2025-02-18,63979,,,,
SMTR202503000748,2025-03-05,2025-03-06 00:00:00,2025-03-05 17:04:10,2025-03-05 17:04:11,Internorte,624,I,2025-02-18,63979,,,,
SMTR202503000751,2025-03-05,2025-03-06 00:00:00,2025-03-05 17:06:58,2025-03-05 17:06:58,Internorte,624,I,2025-02-18,63979,,,,
SMTR202503000697,2025-03-05,2025-03-06 00:00:00,2025-03-05 16:09:51,2025-03-05 16:09:52,Internorte,265,I,2025-02-22,64277,,,,
SMTR202503000698,2025-03-05,2025-03-06 00:00:00,2025-03-05 16:10:53,2025-03-05 16:10:54,Internorte,SP265,V,2025-02-22,64277,,,,
SMTR202503000700,2025-03-05,2025-03-06 00:00:00,2025-03-05 16:12:42,2025-03-05 16:12:44,Internorte,SP265,I,2025-02-22,64277,,,,
SMTR202503000428,2025-03-05,2025-03-06 00:00:00,2025-03-05 09:24:02,2025-03-05 09:24:03,Internorte,292,I,2025-02-28,64904,,,,
SMTR202503000452,2025-03-05,2025-03-06 00:00:00,2025-03-05 09:25:33,2025-03-05 09:25:34,Internorte,342,I,2025-02-28,64905,,,,
SMTR202503000454,2025-03-05,2025-03-06 00:00:00,2025-03-05 09:26:19,2025-03-05 09:26:19,Internorte,SR342,I,2025-02-28,64906,,,,
SMTR202503000456,2025-03-05,2025-03-06 00:00:00,2025-03-05 09:27:04,2025-03-05 09:27:05,Internorte,296,I,2025-02-28,64907,,,,
SMTR202503000457,2025-03-05,2025-03-06 00:00:00,2025-03-05 09:28:36,2025-03-05 09:28:37,Internorte,298,I,2025-02-28,64908,,,,
SMTR202503000459,2025-03-05,2025-03-06 00:00:00,2025-03-05 09:29:26,2025-03-05 09:29:26,Internorte,457,I,2025-02-28,64909,,,,
SMTR202503000460,2025-03-05,2025-03-06 00:00:00,2025-03-05 09:35:02,2025-03-05 09:35:02,Internorte,399,I,2025-02-28,64910,,,,
SMTR202503000473,2025-03-05,2025-03-06 00:00:00,2025-03-05 09:36:10,2025-03-05 09:36:11,Internorte,SR399,I,2025-02-28,64911,,,,
SMTR202503000475,2025-03-05,2025-03-06 00:00:00,2025-03-05 09:37:03,2025-03-05 09:37:07,Internorte,384,I,2025-02-28,64912,,,,
SMTR202503000478,2025-03-05,2025-03-06 00:00:00,2025-03-05 09:37:55,2025-03-05 09:37:55,Internorte,SR384,I,2025-02-28,64913,,,,
SMTR202503000484,2025-03-05,2025-03-06 00:00:00,2025-03-05 09:40:21,2025-03-05 09:40:23,Internorte,SN399,I,2025-02-28,64918,,,,
SMTR202503000524,2025-03-05,2025-03-06 00:00:00,2025-03-05 10:20:24,2025-03-05 10:20:25,Internorte,298,V,2025-03-01,65088,,,,
SMTR202503000523,2025-03-05,2025-03-06 00:00:00,2025-03-05 10:19:54,2025-03-05 10:19:54,Internorte,298,I,2025-03-01,65088,,,,
